SIGHTING_COUNT,SIGHTING_DATE,SIGHTING_LATITUDE,SIGHTING_LONGITUDE
1,01/10/2018,59.41,-61.2333
1,01/10/2018,59.5733,-60.94
1,01/10/2018,58.9533,-61.4267
1,02/10/2018,57.21,-59.7533
1,02/10/2018,58.0217,-60.385
1,02/10/2018,57.8817,-60.2883
1,02/10/2018,56.0133,-58.785
1,02/10/2018,56.645,-60.05
1,02/10/2018,55.29,-58.575
1,02/10/2018,57.18,-59.775
1,02/10/2018,59.1083,-61.3617
1,02/10/2018,57.955,-60.4467
1,02/10/2018,59.255,-60.9183
1,04/10/2018,59.5117,-63.4167
1,04/10/2018,59.3233,-61.5367
1,05/10/2018,59.3267,-62.36
1,05/10/2018,60.455,-63.6683
1,05/10/2018,59.14,-61.5217
1,05/10/2018,59.54,-63.5383
1,05/10/2018,59.2933,-63.06
1,05/10/2018,59.825,-61.65
1,05/10/2018,60.765,-62.9617
1,05/10/2018,60.9867,-62.7517
1,05/10/2018,59.4283,-60.59
1,05/10/2018,59.505,-61.7633
1,05/10/2018,60.015,-60.9417
1,05/10/2018,59.7017,-63.6583
1,08/10/2018,55.685,-59.4867
1,08/10/2018,56.49,-59.865
1,08/10/2018,56.7933,-59.7417
1,08/10/2018,58.9767,-61.25
1,08/10/2018,58.7317,-61.3883
1,08/10/2018,58.475,-61.9283
1,08/10/2018,56.7933,-59.7417
1,08/10/2018,59.2133,-61.6583
1,09/10/2018,54.995,-54.4217
1,09/10/2018,56.675,-59.605
1,09/10/2018,56.575,-58.0167
1,09/10/2018,55.5783,-56.54
1,11/10/2018,60.2717,-63.0083
1,11/10/2018,59.1633,-62.855
1,11/10/2018,61.135,-63.5733
1,11/10/2018,57.065,-60.11
1,12/10/2018,58.87,-61.8733
1,12/10/2018,58.5083,-61.125
1,12/10/2018,59.1783,-62.67
1,12/10/2018,59.6333,-60.9567
1,12/10/2018,58.1517,-61.105
1,12/10/2018,60.1067,-63.195
1,12/10/2018,58.9683,-62.3517
1,12/10/2018,61.065,-63.22
1,12/10/2018,61.0383,-62.8333
1,12/10/2018,61.1033,-62.835
1,12/10/2018,58.8417,-60.2133
1,12/10/2018,56.0367,-57.855
1,12/10/2018,54.68,-54.5983
1,12/10/2018,55.8917,-57.8783
1,12/10/2018,59.1867,-62.6667
1,12/10/2018,59.5133,-60.7717
1,12/10/2018,57.7133,-61.1067
1,12/10/2018,60.175,-62.2383
1,12/10/2018,60.165,-63.3317
1,15/10/2018,51.8583,-54.8083
1,15/10/2018,53.0733,-52.64
1,18/10/2018,59.595,-62.155
1,18/10/2018,59.875,-62.2367
1,18/10/2018,59.8533,-62.8083
1,18/10/2018,59.8733,-62.8467
1,18/10/2018,59.745,-62.6117
1,18/10/2018,59.6567,-62.6833
1,18/10/2018,58.2633,-61.5617
1,18/10/2018,58.3083,-61.58
1,18/10/2018,57.5,-60.2333
1,18/10/2018,59.355,-60.7517
1,18/10/2018,59.375,-60.6867
1,18/10/2018,59.395,-60.7183
1,18/10/2018,57.145,-60.0133
1,22/10/2018,55.3933,-57.4483
1,22/10/2018,60.2967,-62.4917
1,23/10/2018,56.405,-58.6417
1,23/10/2018,56.0517,-53.4883
1,23/10/2018,55.8017,-58.12
1,23/10/2018,52.42,-50.94
1,23/10/2018,52.4083,-50.9533
1,26/10/2018,56.54,-56.2133
1,26/10/2018,56.24,-56.7183
1,26/10/2018,56.1433,-55.9183
1,01/11/2018,56.2433,-57.3617
1,01/11/2018,57.2983,-56.745
1,01/11/2018,55.855,-58.82
1,02/11/2018,51.0417,-49.8533
1,02/11/2018,50.99,-49.715
1,02/11/2018,56.0517,-57.815
1,02/11/2018,56.045,-57.6867
1,02/11/2018,56.135,-57.4217
1,02/11/2018,56.46,-58.2117
1,02/11/2018,56.2533,-57.6883
1,02/11/2018,56.0467,-57.6583
1,05/11/2018,56.195,-59.1533
1,08/11/2018,55.8033,-60
1,08/11/2018,55.7783,-59.9633
1,09/11/2018,57.365,-54.24
1,09/11/2018,57.3367,-54.2833
1,11/11/2018,57.3233,-61.335
1,11/11/2018,55.8033,-59.9967
1,11/11/2018,58.1933,-61.9967
1,11/11/2018,57.3183,-61.315
1,12/11/2018,55.8033,-59.9983
1,12/11/2018,57.325,-61.3383
1,26/11/2018,55.7517,-55.685
1,02/12/2018,58.2183,-59.83
1,02/12/2018,57.1883,-59.3967
1,05/12/2018,58.0817,-61.9933
1,04/01/2019,54.5217,-53.22
1,04/01/2019,54.15,-53.8817
1,04/01/2019,54.1883,-53.755
1,04/01/2019,52.7267,-55.26
1,04/01/2019,56.4583,-57.9083
1,04/01/2019,56.5183,-58.44
1,04/01/2019,57.1067,-59.5233
1,05/01/2019,55.905,-58.08
1,05/01/2019,55.91,-59.1733
1,05/01/2019,56.2283,-59.0983
1,05/01/2019,56.4867,-59.5267
1,05/01/2019,56.22,-58.245
1,05/01/2019,56.1617,-58.2817
1,05/01/2019,56.1867,-58.2467
1,05/01/2019,56.4167,-57.9617
1,05/01/2019,56.2817,-58.1967
1,05/01/2019,56.0133,-58.6933
1,05/01/2019,56.3233,-57.6233
1,05/01/2019,56.1517,-58.8133
1,05/01/2019,56.235,-57.285
1,05/01/2019,56.0233,-58.3367
1,05/01/2019,56.4717,-57.9983
1,05/01/2019,56.1217,-57.8883
1,05/01/2019,56.3767,-57.775
1,05/01/2019,56.3967,-57.64
1,05/01/2019,55.805,-57.2933
1,05/01/2019,56.2617,-58.0033
1,05/01/2019,56.3633,-57.7483
1,05/01/2019,56.33,-57.2867
1,05/01/2019,56.3767,-57.725
1,05/01/2019,56.1983,-57.87
1,05/01/2019,56.335,-57.2233
1,05/01/2019,56.2317,-57.7183
1,05/01/2019,56.3267,-57.2883
1,05/01/2019,56.3483,-57.325
1,05/01/2019,56.265,-57.2817
1,05/01/2019,55.8583,-57.1867
1,05/01/2019,56.2117,-57.4883
1,05/01/2019,56.035,-56.8533
1,05/01/2019,55.8217,-57.21
1,05/01/2019,55.935,-56.7417
1,05/01/2019,56.0717,-56.9167
1,05/01/2019,55.6617,-56.7217
1,05/01/2019,55.475,-56.54
1,05/01/2019,55.39,-56.4
1,05/01/2019,55.645,-56.4683
1,05/01/2019,55.515,-56.6067
1,05/01/2019,55.4967,-56.5883
1,05/01/2019,55.5883,-56.575
1,05/01/2019,55.7133,-56.3733
1,05/01/2019,55.6817,-56.2883
1,05/01/2019,55.6833,-56.3283
1,05/01/2019,55.655,-56.28
1,05/01/2019,55.7017,-57.3217
1,05/01/2019,55.51,-57.2017
1,05/01/2019,55.0167,-56.4067
1,05/01/2019,55.1033,-56.3883
1,05/01/2019,55.1817,-56.2617
1,05/01/2019,55.3517,-56.2417
1,05/01/2019,55.2067,-57.22
1,05/01/2019,55.065,-55.6917
1,05/01/2019,54.8067,-56.5967
1,05/01/2019,55.11,-55.9767
1,05/01/2019,54.835,-55.7817
1,05/01/2019,55.205,-56.84
1,05/01/2019,55.28,-56.4683
1,05/01/2019,55.3183,-56.2617
1,05/01/2019,54.8033,-55.7083
1,05/01/2019,55.245,-56.2283
1,05/01/2019,55.0517,-56.285
1,05/01/2019,55.1733,-56.0067
1,05/01/2019,54.74,-56.89
1,05/01/2019,54.7683,-55.88
1,05/01/2019,54.7417,-56.2033
1,05/01/2019,54.8267,-56.3433
1,05/01/2019,54.63,-56.22
1,05/01/2019,54.7267,-56.0683
1,05/01/2019,54.8067,-56.6733
1,05/01/2019,54.69,-56.375
1,05/01/2019,54.7967,-56.4467
1,05/01/2019,54.3317,-56.935
1,05/01/2019,54.5883,-55.89
1,05/01/2019,54.1317,-55.2017
1,05/01/2019,54.0783,-55.1583
1,05/01/2019,53.9583,-55.3883
1,23/01/2019,50.9317,-54.5283
1,27/01/2019,51.01,-54.0683
1,27/01/2019,53.725,-53.495
1,27/01/2019,53.8483,-53.1967
1,29/01/2019,52.625,-54.1067
1,29/01/2019,52.72,-54.48
1,04/02/2019,51.4317,-51.8167
1,05/02/2019,58.1933,-60.8683
1,05/02/2019,50.3283,-56.06
1,08/02/2019,54.3867,-53.83
1,08/02/2019,54.8217,-56.115
1,08/02/2019,54.8783,-55.7517
1,08/02/2019,54.81,-55.95
1,08/02/2019,55.02,-54.8967
1,08/02/2019,54.9833,-54.7817
1,08/02/2019,54.9817,-54.93
1,08/02/2019,54.9333,-54.6867
1,08/02/2019,54.7217,-54.5617
1,08/02/2019,54.6067,-54.6567
1,08/02/2019,54.3833,-54.3417
1,08/02/2019,54.4017,-54.6617
1,08/02/2019,55.01,-56.835
1,08/02/2019,53.6483,-54.0433
1,08/02/2019,53.9017,-53.8283
1,08/02/2019,53.8983,-54.5483
1,08/02/2019,53.58,-54.1667
1,08/02/2019,53.905,-53.9
1,08/02/2019,53.7617,-54.34
1,08/02/2019,54.0183,-57.0383
1,08/02/2019,54.405,-54.7917
1,08/02/2019,54.2567,-54.9817
1,08/02/2019,54.1683,-54.4933
1,08/02/2019,54.4833,-53.45
1,08/02/2019,54.3883,-53.2583
1,08/02/2019,54.2633,-53.2817
1,08/02/2019,55.2333,-56.5783
1,08/02/2019,55.1617,-56.7933
1,08/02/2019,54.8017,-54.8383
1,08/02/2019,54.52,-54.8783
1,08/02/2019,54.5117,-54.99
1,08/02/2019,54.7783,-53.09
1,08/02/2019,54.5833,-53.5583
1,08/02/2019,54.5533,-53.54
1,09/02/2019,54.4617,-54.6367
1,09/02/2019,54.355,-54.4767
1,09/02/2019,53.4617,-53.885
1,09/02/2019,53.695,-54.2017
1,09/02/2019,53.18,-54.3617
1,09/02/2019,52.6133,-54.1883
1,09/02/2019,53.8267,-54.5033
1,09/02/2019,53.48,-54.4317
1,09/02/2019,53.8617,-54.35
1,09/02/2019,53.3583,-54.7983
1,09/02/2019,52.1217,-52.5683
1,09/02/2019,53.3383,-55.1283
1,09/02/2019,52.4867,-54.2733
1,09/02/2019,54.035,-54.97
1,09/02/2019,53.5383,-53.5733
1,09/02/2019,53.4033,-54.6367
1,09/02/2019,53.535,-53.5633
1,09/02/2019,49.98,-54.1483
1,09/02/2019,51.1417,-53.05
1,09/02/2019,49.9533,-53.81
1,09/02/2019,50.0133,-53.74
1,09/02/2019,49.98,-53.64
1,10/02/2019,52.995,-50.7917
1,10/02/2019,53.41,-51.5367
1,10/02/2019,52.235,-51.4833
1,10/02/2019,52.2683,-51.495
1,10/02/2019,53.22,-52.17
1,10/02/2019,52.1983,-52.26
1,10/02/2019,52.805,-52.2067
1,10/02/2019,52.08,-52.625
1,10/02/2019,51.9533,-53.3583
1,10/02/2019,50.69,-52.8483
1,10/02/2019,49.6117,-53.2517
1,10/02/2019,51.6533,-51.9083
1,11/02/2019,50.5467,-51.5717
1,11/02/2019,51.535,-49.9617
1,11/02/2019,49.2483,-51.465
1,11/02/2019,51.1683,-49.2867
1,12/02/2019,50.0783,-49.2467
1,12/02/2019,52.3917,-53.9
1,12/02/2019,51.7217,-52.7567
1,12/02/2019,52.1733,-53.635
1,12/02/2019,52.5367,-53.1983
1,12/02/2019,51.9817,-54.62
1,12/02/2019,52.4833,-54.2283
1,14/02/2019,54.12,-55.9683
1,14/02/2019,54.2317,-54.9717
1,14/02/2019,54.2833,-56.4933
1,14/02/2019,53.8,-53.8067
1,14/02/2019,54.5317,-55.5883
1,14/02/2019,54.3817,-56.285
1,14/02/2019,54.7183,-56.905
1,14/02/2019,54.6317,-56.5833
1,14/02/2019,54.5533,-56.7033
1,14/02/2019,54.3033,-56.3617
1,14/02/2019,54.43,-56.2917
1,14/02/2019,54.9017,-53.0983
1,15/02/2019,50.1233,-55.755
1,15/02/2019,51.33,-54.0683
1,15/02/2019,51.155,-52.3567
1,15/02/2019,51.1667,-52.165
1,15/02/2019,50.9467,-52.2833
1,15/02/2019,51.31,-53.4933
1,15/02/2019,50.9617,-52.3683
1,15/02/2019,51.41,-54.3717
1,15/02/2019,50.54,-53.1017
1,15/02/2019,50.44,-52.515
1,16/02/2019,50.3333,-51.035
1,16/02/2019,51.16,-53.6233
1,16/02/2019,53.275,-53.0017
1,16/02/2019,52.9667,-52.5917
1,16/02/2019,50.9467,-51.2117
1,16/02/2019,51.605,-53.1167
1,16/02/2019,50.405,-50.5783
1,16/02/2019,50.5133,-51.0433
1,16/02/2019,50.6967,-50.995
1,16/02/2019,50.7067,-51.1417
1,16/02/2019,50.62,-51.2283
1,16/02/2019,50.64,-51.5483
1,16/02/2019,50.5117,-51.2067
1,16/02/2019,50.495,-51.165
1,16/02/2019,50.3567,-50.85
1,16/02/2019,52.8683,-49.7733
1,16/02/2019,52.8583,-49.7817
1,16/02/2019,53.295,-50.3883
1,16/02/2019,52.15,-50.6617
1,16/02/2019,50.6317,-50.4017
1,16/02/2019,50.27,-50.215
1,16/02/2019,50.9067,-49.945
1,16/02/2019,51.5033,-50.6983
1,16/02/2019,50.8283,-50.0883
1,16/02/2019,51.0733,-51.705
1,17/02/2019,50.6633,-51.03
1,19/02/2019,51.19,-50.3767
1,19/02/2019,50.9033,-50.375
1,19/02/2019,51.515,-51.4567
1,19/02/2019,51.01,-51.6417
1,19/02/2019,51.0983,-52.3867
1,19/02/2019,51.3417,-51.7567
1,19/02/2019,51.1,-51.375
1,19/02/2019,49.3733,-52.2833
1,19/02/2019,50.8133,-50.1883
1,19/02/2019,51.3183,-50.2767
1,19/02/2019,51.4483,-51.2817
1,19/02/2019,49.955,-48.9783
1,19/02/2019,50.24,-49.7617
1,20/02/2019,53.905,-56.0683
1,20/02/2019,53.895,-55.7067
1,20/02/2019,54.755,-56.8817
1,20/02/2019,54.6983,-56.94
1,20/02/2019,54.635,-56.9717
1,20/02/2019,54.2767,-56.0333
1,20/02/2019,54.3183,-56.4617
1,20/02/2019,54.2817,-56.485
1,20/02/2019,54.6,-54.755
1,20/02/2019,54.6717,-56.8983
1,20/02/2019,54.2983,-56.485
1,20/02/2019,54.2867,-56.5317
1,20/02/2019,54.2233,-56.33
1,21/02/2019,52.845,-55.0983
1,21/02/2019,53.8117,-54.7283
1,21/02/2019,53.58,-55.1917
1,21/02/2019,53.285,-53.9417
1,21/02/2019,53.3333,-54.145
1,21/02/2019,53.0633,-55.12
1,21/02/2019,51.995,-54.1467
1,21/02/2019,52.595,-54.0217
1,21/02/2019,51.7583,-53.8967
1,21/02/2019,52.2817,-53.5883
1,21/02/2019,52.7717,-54.575
1,21/02/2019,52.3783,-53.8167
1,21/02/2019,52.3617,-53.62
1,21/02/2019,53.0483,-54.555
1,21/02/2019,52.245,-54.3633
1,21/02/2019,51.5417,-53.9417
1,21/02/2019,52.7733,-54.58
1,21/02/2019,51.7833,-53.5
1,21/02/2019,53.355,-54.875
1,21/02/2019,52.7783,-54.2583
1,21/02/2019,53.6683,-54.8717
1,21/02/2019,53.235,-55.255
1,21/02/2019,51.9733,-53.1867
1,21/02/2019,52.21,-54.0433
1,21/02/2019,51.455,-53.2767
1,21/02/2019,51.3917,-53.7833
1,21/02/2019,53.3967,-55.24
1,21/02/2019,52.9083,-54.7083
1,21/02/2019,53.2767,-54.9483
1,21/02/2019,52.585,-54.7117
1,21/02/2019,52.3617,-55.315
1,21/02/2019,51.7883,-53.3583
1,21/02/2019,52.65,-54.3783
1,21/02/2019,51.475,-53.7467
1,21/02/2019,52.4983,-53.7883
1,21/02/2019,52.1983,-54.3467
1,21/02/2019,51.82,-53.3817
1,21/02/2019,52.62,-54.3833
1,21/02/2019,52.335,-54.1583
1,21/02/2019,51.9433,-53.4917
1,21/02/2019,51.935,-53.4933
1,21/02/2019,52.0667,-55.4133
1,21/02/2019,52.0767,-55.41
1,21/02/2019,51.87,-53.695
1,21/02/2019,51.94,-55.4417
1,21/02/2019,51.8583,-55.3783
1,21/02/2019,50.8917,-53.1333
1,21/02/2019,50.5333,-52.65
1,21/02/2019,51.33,-53.55
1,21/02/2019,51.2333,-53.32
1,21/02/2019,51.1083,-53.61
1,21/02/2019,51.2367,-53.4533
1,21/02/2019,50.68,-52.6883
1,21/02/2019,50.0567,-54.7933
1,21/02/2019,49.86,-50.09
1,21/02/2019,49.4433,-49.6617
1,21/02/2019,50.0733,-50.0367
1,21/02/2019,50.335,-51.64
1,21/02/2019,50.185,-50.5133
1,21/02/2019,50.5133,-51.5517
1,21/02/2019,50.3333,-51.6383
1,21/02/2019,50.49,-51.52
1,21/02/2019,50.5967,-51.7783
1,21/02/2019,50.2817,-51.8617
1,21/02/2019,50.675,-51.3467
1,21/02/2019,50.345,-51.2767
1,22/02/2019,52.635,-52.9017
1,22/02/2019,53.1167,-52.2917
1,22/02/2019,51.325,-53.58
1,22/02/2019,51.8817,-53.4467
1,22/02/2019,52.1367,-53.5067
1,22/02/2019,50.9167,-52.05
1,22/02/2019,51.3683,-53.7017
1,22/02/2019,50.3317,-52.5417
1,22/02/2019,51.5683,-53.12
1,22/02/2019,50.9317,-53.42
1,22/02/2019,50.9533,-52.9333
1,22/02/2019,51.51,-51.7
1,22/02/2019,51.6333,-53.2017
1,22/02/2019,51.6133,-52.6733
1,22/02/2019,50.815,-53.4967
1,22/02/2019,50.9933,-53.5083
1,22/02/2019,50.4067,-51.4217
1,22/02/2019,50.4467,-51.3917
1,22/02/2019,51.51,-53.2967
1,22/02/2019,51.0517,-53.5483
1,22/02/2019,51.6617,-53.4333
1,22/02/2019,51.865,-53.4133
1,22/02/2019,51.625,-53.2667
1,22/02/2019,51.4967,-53.5383
1,22/02/2019,51.0167,-53.3667
1,22/02/2019,50.575,-52.5617
1,22/02/2019,52.21,-53.3367
1,22/02/2019,51.69,-53.5617
1,22/02/2019,51.3983,-53.355
1,22/02/2019,51.3133,-53.49
1,22/02/2019,51.015,-52.95
1,22/02/2019,50.845,-52.4383
1,22/02/2019,50.5033,-52.3633
1,22/02/2019,51.9483,-53.37
1,22/02/2019,51.3767,-53.5017
1,22/02/2019,50.9383,-52.3383
1,22/02/2019,51.1217,-52.2367
1,22/02/2019,51.0767,-51.6117
1,22/02/2019,51.095,-51.8283
1,22/02/2019,50.4617,-52.9967
1,22/02/2019,50.245,-52.44
1,22/02/2019,50.2917,-52.8183
1,22/02/2019,49.955,-53.4333
1,22/02/2019,50.285,-52.425
1,22/02/2019,50.3617,-52.3583
1,22/02/2019,50.3567,-52.2583
1,22/02/2019,50.1267,-51.3333
1,22/02/2019,51.395,-50.6017
1,22/02/2019,49.37,-51.6233
1,22/02/2019,49.1633,-49.7667
1,22/02/2019,49.4683,-49.82
1,23/02/2019,50.135,-51.5033
1,23/02/2019,49.9917,-51.665
1,23/02/2019,51.3417,-51.455
1,23/02/2019,50.925,-51.6717
1,23/02/2019,49.63,-51.5133
1,23/02/2019,49.755,-51.71
1,23/02/2019,49.7117,-51.6067
1,23/02/2019,49.7517,-51.52
1,23/02/2019,49.46,-51.4367
1,23/02/2019,49.5017,-50.1917
1,23/02/2019,50.0467,-51.4
1,23/02/2019,49.8983,-51.615
1,23/02/2019,50.13,-51.4317
1,23/02/2019,50.035,-51.0317
1,23/02/2019,50.0083,-52.25
1,23/02/2019,50.1617,-51.8383
1,23/02/2019,49.97,-52.1533
1,23/02/2019,49.6233,-51.4183
1,23/02/2019,49.64,-51.5867
1,24/02/2019,47.775,-47.86
1,24/02/2019,47.8967,-48.945
1,24/02/2019,49.5917,-48.7733
1,24/02/2019,47.77,-47.8383
1,24/02/2019,49.145,-50.8233
1,24/02/2019,48.91,-50.4567
1,24/02/2019,48.7967,-49.43
1,24/02/2019,50.8583,-51.2333
1,24/02/2019,47.9983,-49.7133
1,24/02/2019,48.5067,-50.705
1,24/02/2019,48.505,-48.615
1,24/02/2019,50.45,-52.015
1,24/02/2019,49.4433,-50.875
1,24/02/2019,49.0883,-50.9383
1,24/02/2019,49.8083,-51.295
1,24/02/2019,49.6467,-51.6817
1,24/02/2019,49.96,-50.715
1,24/02/2019,49.9517,-51.435
1,24/02/2019,50.175,-52.11
1,24/02/2019,49.635,-51.1233
1,24/02/2019,49.9733,-51.7267
1,24/02/2019,50.3117,-51.73
1,24/02/2019,52.1433,-52.625
1,24/02/2019,50.2367,-51.8283
1,24/02/2019,49.82,-52.1217
1,24/02/2019,50.3617,-51.5417
1,24/02/2019,49.4767,-50.2817
1,24/02/2019,51.945,-52.7933
1,24/02/2019,50.255,-52.0417
1,24/02/2019,49.8167,-51.685
1,24/02/2019,49.44,-51.7583
1,24/02/2019,51.7767,-52.7283
1,24/02/2019,49.9183,-52.3033
1,24/02/2019,50.05,-51.8767
1,24/02/2019,49.43,-51.81
1,24/02/2019,49.8367,-52.1417
1,24/02/2019,49.9317,-52.1783
1,24/02/2019,51.485,-53.3817
1,24/02/2019,50.535,-52.46
1,24/02/2019,50.5733,-52.6467
1,24/02/2019,50.255,-53.0717
1,24/02/2019,48.5183,-48.6117
1,24/02/2019,49.4733,-50.265
1,24/02/2019,50.7233,-53.1617
1,24/02/2019,50.7383,-51.1133
1,24/02/2019,50.1933,-52.875
1,24/02/2019,49.655,-51.1017
1,24/02/2019,50.1267,-52.0967
1,24/02/2019,49.9567,-52.155
1,24/02/2019,50.19,-52.0733
1,24/02/2019,50.2767,-52.0317
1,24/02/2019,50.33,-51.7267
1,24/02/2019,49.4383,-51.7917
1,24/02/2019,49.1367,-50.7517
1,24/02/2019,49.8183,-51.2967
1,24/02/2019,50.575,-50.81
1,24/02/2019,48.6517,-52.5967
1,24/02/2019,48.855,-53.13
1,24/02/2019,49.2067,-53.2633
1,24/02/2019,49.665,-52.0067
1,24/02/2019,49.8917,-54.9783
1,24/02/2019,50.785,-53.3367
1,24/02/2019,50.36,-51.9333
1,24/02/2019,50.9017,-53.4683
1,24/02/2019,50.835,-53.1117
1,24/02/2019,50.02,-51.98
1,24/02/2019,50.7867,-54.9767
1,24/02/2019,50.4483,-54.12
1,24/02/2019,50.5633,-54.1467
1,24/02/2019,50.5617,-53.8
1,24/02/2019,50.0433,-54.0517
1,24/02/2019,50.57,-54.5667
1,24/02/2019,50.6933,-54.7867
1,24/02/2019,50.1083,-53.2817
1,24/02/2019,49.7483,-54.95
1,24/02/2019,49.8467,-54.4383
1,24/02/2019,49.8483,-54.4117
1,24/02/2019,49.6217,-55.04
1,24/02/2019,49.7583,-55.0617
1,24/02/2019,49.7933,-54.9267
1,25/02/2019,53.3833,-55.2733
1,25/02/2019,53.3583,-55.2483
1,25/02/2019,53.4033,-55.3567
1,25/02/2019,53.4233,-55.0133
1,25/02/2019,48.2783,-50.7483
1,25/02/2019,48.285,-50.105
1,25/02/2019,47.03,-48.4917
1,25/02/2019,47.385,-48.6183
1,25/02/2019,47.6467,-48.295
1,25/02/2019,47.9567,-47.7933
1,25/02/2019,47.665,-48.2717
1,25/02/2019,48.3817,-50.26
1,25/02/2019,48.4383,-50.315
1,25/02/2019,48.9783,-50.6733
1,25/02/2019,48.9267,-50.4117
1,25/02/2019,48.0483,-49.155
1,25/02/2019,48.0417,-48.65
1,25/02/2019,48.4283,-50.085
1,25/02/2019,48.4117,-50.2083
1,25/02/2019,48.325,-50.0883
1,25/02/2019,48.7783,-50.27
1,25/02/2019,48.5533,-50.1333
1,25/02/2019,48.4383,-50.3083
1,25/02/2019,45.4717,-47.895
1,25/02/2019,53.1067,-55.175
1,25/02/2019,53.0817,-55.2433
1,25/02/2019,49.5717,-50.6183
1,25/02/2019,47.765,-49.6117
1,25/02/2019,49.1733,-51.61
1,25/02/2019,50.07,-51.635
1,25/02/2019,49.3183,-50.925
1,25/02/2019,49.4667,-51.5983
1,25/02/2019,49.445,-51.2433
1,25/02/2019,49.58,-51.9317
1,25/02/2019,49.255,-51.4317
1,25/02/2019,48.875,-50.0933
1,25/02/2019,49.185,-51.6733
1,25/02/2019,49.495,-52.0083
1,25/02/2019,49.7783,-51.86
1,25/02/2019,49.4267,-50.985
1,25/02/2019,49.315,-50.79
1,25/02/2019,49.625,-52.1317
1,25/02/2019,49.2517,-51.8317
1,25/02/2019,49.065,-48.835
1,25/02/2019,53.345,-55.08
1,25/02/2019,53.3167,-55.3517
1,25/02/2019,53.4333,-55.2133
1,25/02/2019,53.34,-55.415
1,25/02/2019,53.4267,-55.3217
1,25/02/2019,53.465,-55.4083
1,25/02/2019,53.5733,-55.2383
1,25/02/2019,53.6433,-55.4
1,25/02/2019,53.73,-55.5
1,26/02/2019,53.8167,-55.9417
1,26/02/2019,54.585,-56.6317
1,26/02/2019,54.5867,-56.775
1,26/02/2019,54.995,-56.745
1,26/02/2019,54.2683,-56.415
1,26/02/2019,54.275,-56.6267
1,26/02/2019,54.7,-56.9517
1,26/02/2019,54.8633,-54.9017
1,26/02/2019,54.7683,-55.3283
1,26/02/2019,54.7167,-56.775
1,26/02/2019,54.73,-56.895
1,26/02/2019,54.7367,-56.9233
1,26/02/2019,54.5433,-55.8217
1,26/02/2019,54.195,-56.1033
1,26/02/2019,54.1633,-56.3
1,26/02/2019,54.5917,-56.8317
1,26/02/2019,53.8867,-55.8
1,26/02/2019,53.8117,-55.5417
1,26/02/2019,54.7667,-56.935
1,26/02/2019,54.305,-55.9917
1,26/02/2019,55.095,-56.82
1,26/02/2019,54.4083,-55.7283
1,26/02/2019,54.0333,-56.115
1,26/02/2019,53.9967,-56.16
1,26/02/2019,54.25,-56.3183
1,26/02/2019,54.5483,-56.6683
1,26/02/2019,54.4183,-56.6133
1,26/02/2019,54.2167,-56.4083
1,26/02/2019,51.9967,-54.7517
1,26/02/2019,51.96,-54.595
1,26/02/2019,51.5083,-56.4467
1,26/02/2019,47.49,-48.83
1,26/02/2019,47.6283,-48.4683
1,26/02/2019,49.4567,-51.1733
1,26/02/2019,49.26,-51.095
1,26/02/2019,49.1517,-51.42
1,26/02/2019,49.3333,-51.7983
1,26/02/2019,49.2483,-50.6033
1,26/02/2019,49.04,-52.0017
1,26/02/2019,49.1417,-52.0033
1,26/02/2019,49.3483,-51.255
1,26/02/2019,48.5817,-50.6317
1,26/02/2019,48.4933,-50.5533
1,26/02/2019,48.3933,-49.9367
1,26/02/2019,48.8517,-50.6983
1,26/02/2019,48.375,-50.41
1,26/02/2019,48.395,-49.7367
1,26/02/2019,48.2817,-49.5033
1,26/02/2019,48.515,-49.7367
1,26/02/2019,47.9633,-50.025
1,26/02/2019,48.415,-51.0583
1,26/02/2019,48.3183,-49.9533
1,26/02/2019,48.3867,-50.4283
1,26/02/2019,48.405,-50.5917
1,26/02/2019,48.7383,-50.315
1,26/02/2019,48.1933,-50.0383
1,26/02/2019,48.3817,-49.93
1,26/02/2019,48.22,-49.87
1,26/02/2019,48.8033,-50.2933
1,26/02/2019,48.7583,-50.2617
1,26/02/2019,48.6683,-50.2683
1,26/02/2019,48.51,-50.5367
1,26/02/2019,48.5867,-50.615
1,26/02/2019,48.4533,-50.145
1,26/02/2019,48.2533,-50.1583
1,26/02/2019,48.375,-50.16
1,26/02/2019,48.3967,-50.2483
1,26/02/2019,47.7983,-48.2917
1,26/02/2019,48.2867,-50.1533
1,26/02/2019,47.8133,-47.4417
1,26/02/2019,47.4933,-48.8283
1,27/02/2019,52.9083,-55.28
1,27/02/2019,52.435,-55.015
1,27/02/2019,51.5333,-54.3167
1,27/02/2019,52.3867,-54.7633
1,27/02/2019,51.67,-54.7783
1,27/02/2019,51.9417,-54.5167
1,27/02/2019,52.4867,-54.99
1,27/02/2019,52.27,-55.285
1,27/02/2019,51.6017,-54.6733
1,27/02/2019,51.7017,-54.9783
1,27/02/2019,51.7033,-54.95
1,27/02/2019,51.83,-55.5883
1,27/02/2019,54.7833,-54.585
1,27/02/2019,52.4567,-54.9317
1,27/02/2019,52.44,-54.85
1,27/02/2019,52.4167,-54.8017
1,27/02/2019,52.6083,-55.3233
1,27/02/2019,52.6067,-55.3133
1,27/02/2019,52.2033,-55.2733
1,27/02/2019,51.8183,-54.8633
1,27/02/2019,52.3267,-54.875
1,27/02/2019,51.5967,-54.9533
