id,name,album,release_date,track_number,attribute names,attribute values,uri
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,15,energy,0.488,spotify:track:3yNJkriPzWjkkDAWHIAVUq
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,15,duration_ms,235803,spotify:track:3yNJkriPzWjkkDAWHIAVUq
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,15,popularity,72,spotify:track:3yNJkriPzWjkkDAWHIAVUq
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,15,speechiness,0.0278,spotify:track:3yNJkriPzWjkkDAWHIAVUq
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,15,tempo,159.813,spotify:track:3yNJkriPzWjkkDAWHIAVUq
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,15,loudness,-8.261,spotify:track:3yNJkriPzWjkkDAWHIAVUq
3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,15,valence,0.348,spotify:track:3yNJkriPzWjkkDAWHIAVUq
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,acousticness,0.0031,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,danceability,0.533,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,liveness,0.108,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,instrumentalness,0,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,energy,0.742,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,duration_ms,274945,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,popularity,69,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,speechiness,0.0303,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,tempo,131.93,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,loudness,-3.473,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,16,valence,0.356,spotify:track:4evLyY5Ue1Wesc61t2KXAU
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,acousticness,0.0164,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,danceability,0.547,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,liveness,0.144,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,instrumentalness,0,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,energy,0.855,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,duration_ms,266466,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,popularity,75,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,speechiness,0.0597,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,tempo,131.073,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,loudness,-4.7,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,17,valence,0.282,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,acousticness,0.159,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,danceability,0.474,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,liveness,0.138,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,instrumentalness,0,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,energy,0.763,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,duration_ms,252385,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,popularity,74,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,speechiness,0.0505,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,tempo,78.133,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,loudness,-4.632,spotify:track:0zo975x58DlXbZllWvfYhg
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,18,valence,0.231,spotify:track:0zo975x58DlXbZllWvfYhg
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,acousticness,0.0586,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,danceability,0.694,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,liveness,0.0608,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,instrumentalness,0,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,energy,0.764,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,duration_ms,273186,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,popularity,82,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,speechiness,0.0337,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,tempo,123.044,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,loudness,-4.893,spotify:track:5kHMfzgLZP95O9NBy0ku4v
5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,19,valence,0.819,spotify:track:5kHMfzgLZP95O9NBy0ku4v
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,acousticness,0.362,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,danceability,0.576,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,liveness,0.0668,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,instrumentalness,0,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,energy,0.57,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,duration_ms,306062,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,popularity,74,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,speechiness,0.0434,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,tempo,147.803,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,loudness,-7.925,spotify:track:4ABYxlb92WBIjHu7TIKmml
4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,20,valence,0.378,spotify:track:4ABYxlb92WBIjHu7TIKmml
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,acousticness,0.617,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,danceability,0.671,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,liveness,0.111,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,instrumentalness,0,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,energy,0.588,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,duration_ms,311765,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,popularity,76,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,speechiness,0.0299,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,tempo,96.965,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,loudness,-4.675,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,21,valence,0.543,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,acousticness,0.3,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,danceability,0.624,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,liveness,0.0916,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,instrumentalness,0,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,energy,0.585,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,duration_ms,321396,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,popularity,75,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,speechiness,0.0328,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,tempo,142.883,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,loudness,-5.847,spotify:track:1HCdems7PQZRj42QDWLA0A
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),7/7/2023,22,valence,0.65,spotify:track:1HCdems7PQZRj42QDWLA0A
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,acousticness,0.236,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,danceability,0.735,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,liveness,0.133,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,instrumentalness,0.00113,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,energy,0.454,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,duration_ms,202395,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,popularity,70,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,speechiness,0.0876,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,tempo,97.043,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,loudness,-10.516,spotify:track:24emu3sabKISjRkrys28jq
24emu3sabKISjRkrys28jq,Lavender Haze,Midnights (The Til Dawn Edition),26/05/2023,1,valence,0.0751,spotify:track:24emu3sabKISjRkrys28jq
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,acousticness,0.0609,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,danceability,0.65,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,liveness,0.089,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,instrumentalness,1.40E-06,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,energy,0.397,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,duration_ms,218270,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,popularity,70,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,speechiness,0.0365,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,tempo,108.055,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,loudness,-8.237,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
6qxvy9Pe4RJIq5JBVbbwbS,Maroon,Midnights (The Til Dawn Edition),26/05/2023,2,valence,0.0382,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,acousticness,0.115,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,danceability,0.637,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,liveness,0.147,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,instrumentalness,1.22E-06,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,energy,0.649,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,duration_ms,200690,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,popularity,69,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,speechiness,0.0584,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,tempo,96.935,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,loudness,-6.59,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Midnights (The Til Dawn Edition),26/05/2023,3,valence,0.497,spotify:track:5qIHFdkW6phMsTZlN2g8Lc
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,acousticness,0.705,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,danceability,0.653,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,liveness,0.116,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,instrumentalness,0.0013,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,energy,0.331,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,duration_ms,256124,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,popularity,67,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,speechiness,0.039,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,tempo,110.014,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,loudness,-13.534,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),26/05/2023,4,valence,0.166,spotify:track:7GA86Uo2jYbj8vIXe2nyWd
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,acousticness,0.423,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,danceability,0.694,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,liveness,0.126,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,instrumentalness,1.05E-05,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,energy,0.386,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,duration_ms,194206,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,popularity,70,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,speechiness,0.0597,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,tempo,120.044,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,loudness,-10.312,spotify:track:6PQOU00xWNrGwCZzboriXy
6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),26/05/2023,5,valence,0.39,spotify:track:6PQOU00xWNrGwCZzboriXy
